POP_TOT_2022,A2021_1_Compr_media,CUM_2011_2021_TOT_TRS_IMM,TRS_IMM/TOT_POP*1000
12278,1300,1142,93
8327,1300,986,118
5834,1300,646,111
9585,1300,950,99
8137,1300,938,115
6938,1300,578,83
15857,1300,2025,128
3399,1300,272,80
6319,1300,509,80
8183,1300,627,77
3571,1300,337,94
12891,1300,967,75
6783,1300,475,70
9127,1300,974,107
12720,1300,959,75
5055,1300,276,55
6847,1300,736,108
4614,1300,405,88
12865,1300,1083,84
3309,1300,386,117
4591,1300,370,81
7189,1300,655,91
6812,1300,566,83
3303,1300,214,65
3147,1300,281,89
6312,1300,433,69
19223,1300,1837,96
9120,1300,629,69
5609,1300,517,92
8022,1300,718,89
8553,1300,1153,135
15227,1300,1202,79
4476,1300,595,133
3316,1300,404,122
8761,1300,820,94
9096,1300,630,69
7006,1300,610,87
4627,1300,463,100
4117,1300,213,52
18262,1300,1315,72
5084,1300,1178,232
19851,1300,1379,69
8489,1325,934,110
9695,1325,1038,107
12293,1325,1365,111
8393,1325,895,107
5758,1325,758,132
5507,1325,485,88
5001,1325,517,103
10640,1325,758,71
3152,1325,258,82
13507,1325,1069,79
6504,1325,590,91
11708,1325,792,68
13714,1325,1161,85
8160,1325,676,83
4161,1325,1824,438
14150,1325,1000,71
14649,1325,955,65
5530,1325,435,79
5337,1325,304,57
12237,1325,1364,111
17449,1325,1660,95
4582,1325,430,94
7105,1325,535,75
12002,1325,1655,138
8866,1325,1300,147
4610,1325,428,93
8788,1325,744,85
12661,1325,1853,146
7521,1325,816,108
8746,1325,664,76
4468,1325,334,75
8795,1325,680,77
11109,1325,861,78
8192,1325,966,118
15789,1325,1594,101
4554,1325,350,77
4030,1325,218,54
15580,1325,715,46
12976,1325,644,50
11428,1325,1081,95
10951,1325,1012,92
16554,1325,1524,92
13231,1325,874,66
11262,1325,1859,165
10999,1325,905,82
4134,1325,375,91
4219,1350,423,100
4382,1350,446,102
14503,1350,1251,86
5254,1350,483,92
8324,1350,1044,125
4002,1350,392,98
7405,1350,631,85
3294,1350,482,146
3233,1350,234,72
4085,1350,540,132
9555,1350,1118,117
4371,1350,256,58
6186,1350,735,119
16109,1350,1778,110
4704,1350,452,96
8671,1350,1160,134
7147,1350,702,98
8668,1350,730,84
8018,1350,734,91
3192,1350,454,142
5139,1350,634,123
4150,1350,472,114
3808,1350,417,110
4296,1350,450,105
16756,1350,1954,117
5523,1350,502,91
8929,1350,903,101
5868,1350,520,89
3681,1350,555,151
10224,1350,709,69
8422,1350,1141,136
7051,1350,652,92
8906,1350,703,79
7147,1350,614,86
3373,1350,353,105
4257,1350,213,50
7596,1350,874,115
11584,1350,1001,86
16398,1350,1363,83
6237,1350,444,71
6962,1350,523,75
3048,1350,383,126
12711,1350,1695,133
18258,1350,1583,87
12843,1350,1102,86
4449,1350,257,58
7219,1350,590,82
5304,1350,436,82
6377,1350,726,114
15416,1350,1213,79
4231,1350,319,75
6031,1350,490,81
11287,1350,1345,119
11487,1350,921,80
9792,1350,517,53
8333,1375,797,96
10183,1375,990,97
3222,1375,221,68
3752,1375,236,63
16928,1375,1738,103
9327,1375,1249,134
6878,1375,886,129
3710,1375,493,133
8604,1375,973,113
11923,1375,1261,106
7717,1375,628,81
8381,1375,535,64
10268,1375,1082,105
8983,1375,823,92
13005,1375,1219,94
14943,1375,1599,107
8963,1375,802,89
6389,1375,373,58
7289,1375,573,79
18781,1375,1808,96
5618,1375,507,90
8789,1375,737,84
10794,1375,781,72
18543,1375,2034,110
12936,1375,902,70
7403,1375,603,81
14799,1375,1199,81
3524,1375,253,72
15889,1375,819,52
3663,1375,121,33
7815,1375,459,59
8594,1375,569,66
6401,1375,523,82
3221,1375,273,85
4118,1400,389,95
4078,1400,219,54
4623,1400,209,45
3654,1400,408,112
11481,1400,1296,113
9711,1400,875,90
9061,1400,810,89
4277,1400,347,81
17603,1400,1733,98
8000,1400,1028,128
9890,1400,1017,103
7965,1400,403,51
13184,1400,828,63
7156,1400,431,60
8240,1400,617,75
5562,1400,253,45
8026,1400,746,93
4218,1400,398,94
8516,1400,1064,125
3367,1400,281,83
9045,1400,1136,126
15753,1400,1422,90
9535,1400,967,101
6272,1400,570,91
9881,1400,783,79
7398,1400,517,70
7698,1400,624,81
8553,1400,912,107
5030,1400,489,97
8124,1400,1048,129
11607,1400,1171,101
3692,1400,248,67
18344,1400,1638,89
19169,1400,522,27
14906,1400,922,62
10228,1425,1185,116
3813,1425,336,88
5601,1425,584,104
5011,1425,519,104
3442,1425,323,94
4968,1425,305,61
8510,1425,1031,121
4352,1425,572,132
13163,1425,1171,89
3202,1425,373,116
9043,1425,909,100
7485,1425,855,114
11321,1425,1035,91
6047,1425,419,69
10130,1425,837,83
10515,1425,1031,98
6111,1425,582,95
3283,1425,268,82
13981,1425,1508,108
10183,1425,887,87
11158,1425,1033,93
17270,1425,1732,100
4516,1425,558,124
6806,1425,711,104
4366,1425,275,63
4791,1425,446,93
16529,1425,1809,109
18468,1425,1403,76
16543,1425,743,45
6597,1425,910,138
16027,1425,1619,101
11899,1425,1102,93
10271,1425,768,75
12076,1425,1014,84
17457,1425,1605,92
16836,1425,1461,87
6418,1425,1067,166
7685,1450,808,105
5474,1450,493,90
5482,1450,386,70
3331,1450,171,51
8274,1450,971,117
17492,1450,1675,96
13339,1450,1780,133
10993,1450,1257,114
4884,1450,708,145
3556,1450,439,123
3290,1450,376,114
4704,1450,513,109
6301,1450,618,98
14661,1450,1770,121
4742,1450,505,106
13346,1450,1115,84
7504,1450,956,127
3088,1450,332,107
15746,1450,1607,102
11356,1450,1360,120
11326,1450,1068,94
6952,1450,713,103
12802,1450,1279,100
7599,1450,693,91
10476,1450,1092,104
6110,1450,518,85
5983,1450,519,87
4577,1450,523,114
4797,1450,531,111
19689,1450,1633,83
8872,1450,711,80
3271,1450,371,113
3728,1450,358,96
19167,1450,1524,80
5808,1450,743,128
19401,1450,2141,110
14636,1450,2028,139
9424,1450,1096,116
4429,1475,441,100
11780,1475,1321,112
3011,1475,221,74
8808,1475,915,104
9282,1475,1000,108
3415,1475,625,183
5897,1475,661,112
10717,1475,792,74
17585,1475,1606,91
9351,1475,775,83
6587,1475,537,81
4301,1475,330,77
13201,1475,1914,145
9025,1475,903,100
11154,1475,1218,109
10984,1475,1114,101
11806,1475,749,63
15515,1475,1391,90
9093,1475,500,55
12497,1475,511,41
13859,1475,1315,95
17685,1475,1874,106
15449,1500,1871,121
10580,1500,1242,117
17433,1500,2076,119
9837,1500,1261,128
4633,1500,418,90
8016,1500,1027,128
7161,1500,662,92
4366,1500,444,102
13132,1500,1128,86
4915,1500,809,165
9456,1500,954,101
6639,1500,487,73
8221,1500,696,85
4085,1500,502,123
17558,1500,2652,151
18965,1500,1830,96
8867,1500,880,99
15877,1500,1585,100
9265,1500,1035,112
6511,1500,670,103
10384,1500,961,93
13598,1500,1381,102
4369,1500,603,138
8462,1500,1032,122
3499,1500,508,145
7118,1500,727,102
8984,1500,803,89
9290,1500,626,67
18117,1500,1436,79
19555,1500,2171,111
5056,1500,270,53
11635,1500,799,69
8683,1500,921,106
4264,1500,1101,258
7539,1500,830,110
5883,1525,772,131
3865,1525,285,74
4695,1525,470,100
10694,1525,1015,95
8459,1525,809,96
3581,1525,482,135
11165,1525,1201,108
12534,1525,937,75
7656,1525,911,119
12981,1525,1409,109
8097,1525,965,119
9835,1525,940,96
7883,1525,647,82
6307,1525,432,68
11689,1525,333,28
7212,1550,659,91
5535,1550,486,88
10862,1550,1054,97
4402,1550,884,201
3071,1550,517,168
3671,1550,630,172
15623,1550,1680,108
11352,1550,851,75
4010,1550,516,129
4785,1550,859,180
4417,1550,690,156
14941,1550,1828,122
15975,1550,1955,122
17242,1550,1838,107
11093,1550,1012,91
7649,1550,817,107
14858,1550,1463,98
7023,1550,855,122
14661,1550,1305,89
9750,1550,1100,113
17950,1550,1600,89
8566,1550,956,112
12538,1550,1560,124
13052,1550,1021,78
13772,1550,1297,94
10044,1550,880,88
4305,1550,518,120
3861,1550,268,69
19118,1550,1189,62
5843,1550,573,98
6469,1575,766,118
8487,1575,827,97
3672,1575,636,173
6649,1575,681,102
4206,1575,535,127
16651,1575,1573,94
11738,1575,1099,94
10638,1575,1014,95
11205,1575,1011,90
15630,1575,1722,110
6358,1575,739,116
11910,1575,896,75
18282,1575,1214,66
6882,1575,414,60
13434,1575,1838,137
19404,1575,2111,109
5288,1575,854,161
14043,1600,1419,101
7267,1600,798,110
5374,1600,857,160
5879,1600,591,101
6446,1600,758,118
13183,1600,1437,109
6764,1600,887,131
9891,1600,785,79
12200,1600,1518,124
7021,1600,758,108
10764,1600,1172,109
10608,1600,785,74
11742,1600,963,82
16370,1600,1906,116
3716,1600,352,95
14913,1600,720,48
16798,1600,1423,85
5343,1600,816,153
9148,1600,1598,175
11024,1600,1231,112
13834,1625,1924,139
18212,1625,1817,100
16214,1625,2041,126
8208,1625,637,78
17749,1625,2172,122
3809,1625,464,122
4627,1625,543,117
9881,1625,1222,124
16439,1625,1593,97
5255,1625,830,158
3933,1625,902,229
15090,1625,1533,102
16799,1625,1940,115
5711,1625,688,120
4597,1625,507,110
10884,1625,1061,98
6293,1625,633,101
9696,1625,1073,111
13386,1625,1020,76
6268,1625,518,83
14821,1625,920,62
12910,1625,1056,82
16347,1650,2015,123
4410,1650,450,102
9060,1650,1122,124
5844,1650,798,137
7596,1650,706,93
15546,1650,1355,87
4733,1650,559,118
8766,1650,1126,128
6555,1650,1028,157
4126,1650,429,104
6161,1650,801,130
14574,1650,1273,87
9943,1650,937,94
12869,1650,1091,85
3739,1650,478,128
15960,1650,1179,74
5911,1650,736,124
6833,1650,417,61
3020,1650,370,122
5983,1650,771,129
4509,1650,320,71
6729,1675,547,81
12599,1675,1380,109
3930,1675,315,80
7086,1675,862,122
14984,1675,1660,111
8585,1675,740,86
19131,1675,1879,98
19937,1675,1952,98
6451,1675,795,123
11161,1675,882,79
3387,1675,537,158
7370,1675,914,124
15442,1675,1725,112
4470,1675,484,108
9171,1675,942,103
11227,1675,1163,104
10219,1675,1195,117
14730,1675,1907,129
7153,1675,715,100
7225,1675,631,87
18184,1675,1931,106
7760,1675,844,109
8615,1675,613,71
12741,1675,2926,230
5020,1675,538,107
8973,1700,1085,121
12648,1700,1106,87
4058,1700,344,85
3035,1700,390,128
6472,1700,1081,167
11930,1700,1408,118
9462,1700,1494,158
7920,1700,818,103
7311,1700,778,106
3976,1700,407,102
6630,1700,753,114
14663,1700,1564,107
9797,1700,1203,123
5455,1700,768,141
7594,1700,1006,132
7400,1700,1107,150
10784,1700,1404,130
11820,1700,1495,126
7454,1700,709,95
19877,1700,2081,105
18857,1700,1924,102
15319,1700,1633,107
4775,1700,411,86
9318,1700,1015,109
17390,1700,1536,88
5832,1700,912,156
8658,1700,1224,141
13102,1700,1124,86
5711,1700,1245,218
12275,1725,1521,124
7118,1725,1155,162
8543,1725,1188,139
3353,1725,1130,337
11222,1725,1089,97
6573,1725,493,75
19198,1725,1875,98
6326,1725,970,153
5123,1725,647,126
13370,1725,1911,143
6067,1725,991,163
11524,1725,1621,141
14765,1725,1628,110
17464,1750,1934,111
9052,1750,1055,117
6803,1750,572,84
6902,1750,611,88
4842,1750,392,81
18763,1750,2648,141
14152,1750,2095,148
4119,1750,589,143
6731,1750,989,147
13345,1750,1498,112
6565,1750,791,120
7881,1750,894,113
15483,1750,1468,95
14501,1750,1286,89
4697,1750,232,49
4831,1775,621,129
13924,1775,1465,105
15490,1775,1688,109
5834,1775,760,130
10371,1775,596,57
16321,1800,2021,124
13675,1800,2131,156
3484,1800,223,64
14128,1800,1995,141
5405,1800,541,100
11245,1800,1510,134
4009,1800,473,118
11108,1800,1432,129
6682,1800,615,92
11385,1800,1634,144
8419,1800,1254,149
10483,1800,1362,130
13966,1800,1322,95
18042,1800,1761,98
5700,1800,658,115
8854,1800,1081,122
10659,1800,1028,96
6812,1800,592,87
8970,1800,1001,112
18142,1800,1242,68
5715,1800,1079,189
7407,1800,665,90
8809,1800,765,87
4742,1825,784,165
13113,1825,1194,91
12350,1850,1446,117
8779,1850,1140,130
7931,1850,995,125
9708,1850,1015,105
11762,1850,1137,97
15671,1850,1676,107
8901,1850,771,87
13123,1850,1189,91
16022,1850,1683,105
13434,1850,1626,121
6533,1850,778,119
16646,1850,2070,124
7335,1850,856,117
14226,1850,1547,109
13236,1850,1292,98
14338,1850,1462,102
16075,1850,2682,167
17124,1850,965,56
11245,1850,843,75
16501,1875,1986,120
15154,1875,2170,143
4189,1875,360,86
9274,1875,841,91
5700,1875,565,99
17174,1875,2039,119
8767,1875,1131,129
15763,1875,2034,129
13619,1875,1727,127
7139,1875,629,88
10045,1875,761,76
11846,1875,3665,309
9829,1900,1131,115
9117,1900,982,108
14218,1900,1987,140
7453,1900,795,107
6573,1900,764,116
10857,1900,1395,129
7418,1900,1014,137
17788,1900,2081,117
16128,1900,1782,110
5671,1900,626,110
13848,1900,1169,84
14538,1900,1589,109
6191,1900,755,122
8823,1925,819,93
10264,1925,1569,153
7994,1925,1376,172
15505,1925,2035,131
12888,1925,1117,87
8584,1925,783,91
17975,1925,1733,96
8368,1925,407,49
4089,1950,440,107
7877,1950,936,119
19194,1950,2535,132
9218,1950,1213,132
8791,1950,1379,157
8983,1950,1071,119
13424,1950,1707,127
8620,1950,1140,132
12217,1950,1663,136
17426,1950,2175,125
7113,1950,791,111
4919,1950,471,96
17323,1950,1385,80
18834,1975,2416,128
3035,1975,542,179
5340,1975,716,134
7923,1975,871,110
10014,1975,1006,100
4046,2000,405,100
16091,2000,1398,87
18294,2000,2033,111
10441,2000,724,69
13327,2000,1348,101
18964,2000,1745,92
9956,2000,888,89
3300,2000,280,85
5000,2025,744,149
17684,2025,2049,116
4627,2025,998,216
8341,2025,1073,129
10706,2025,929,87
17828,2025,2380,133
15040,2025,1627,108
9320,2025,1168,125
12192,2025,1336,110
17797,2025,1568,88
8721,2025,547,63
19485,2025,1758,90
19561,2025,2947,151
4468,2025,677,151
11406,2050,1355,119
16870,2050,1716,102
14477,2050,1394,96
9906,2050,1021,103
4096,2050,595,145
3507,2050,408,116
8652,2050,749,87
5333,2050,1967,369
14068,2075,1996,142
14753,2075,1434,97
11929,2075,423,35
18635,2100,2130,114
15664,2100,2355,150
5208,2100,561,108
12313,2125,1511,123
19674,2125,1840,94
3814,2125,678,178
13481,2125,1406,104
4451,2150,577,130
3770,2150,338,90
9944,2150,1145,115
9253,2150,1268,137
16753,2150,2254,135
4479,2150,377,84
3464,2150,482,139
12006,2150,1708,142
19495,2150,2251,115
9993,2150,1017,102
15388,2150,2187,142
7106,2150,990,139
3293,2175,1219,370
4402,2175,369,84
5724,2175,533,93
12227,2175,1219,100
7235,2200,859,119
4862,2200,412,85
13384,2200,1652,123
9693,2200,1104,114
9163,2200,1295,141
8795,2200,1755,200
17680,2200,1949,110
3240,2225,418,129
13941,2225,1787,128
16643,2225,1373,83
3172,2225,765,241
19666,2225,2176,111
7799,2250,808,104
18503,2250,2310,125
9451,2250,764,81
19100,2250,1529,80
3757,2250,1652,440
3705,2250,1488,402
4755,2275,419,88
7356,2275,757,103
14798,2275,1678,113
12441,2275,811,65
18531,2275,4067,219
9975,2275,281,28
3044,2300,1993,655
3131,2300,313,100
10911,2300,2578,236
12578,2300,1918,152
17586,2300,1945,111
3887,2300,549,141
6145,2300,723,118
5171,2300,1100,213
11477,2325,1378,120
13922,2325,1983,142
18041,2325,2048,114
6361,2350,1332,209
4817,2375,405,84
19117,2400,2363,124
4992,2400,46,9
15895,2425,2208,139
19877,2450,1908,96
3110,2450,704,226
13958,2450,1722,123
19551,2500,2714,139
11864,2500,1207,102
12324,2500,2361,192
5006,2500,1367,273
9140,2525,1450,159
17972,2525,2845,158
8785,2525,1716,195
12508,2525,1123,90
7487,2550,649,87
8924,2575,1119,125
18500,2600,2368,128
5540,2600,860,155
10687,2600,1401,131
6402,2625,778,122
18869,2625,2167,115
6221,2625,2164,348
4820,2650,1022,212
19598,2675,2318,118
4142,2700,846,204
11431,2700,4845,424
3878,2700,733,189
3659,2700,886,242
8040,2725,1659,206
6498,2725,1610,248
7715,2725,315,41
3390,2750,563,166
12315,2775,1828,148
16827,2775,1704,101
5577,2800,515,92
8105,2800,965,119
3594,2825,596,166
13913,2850,2053,148
10473,2850,1041,99
6849,2875,1462,213
4318,2925,713,165
4134,2950,739,179
10100,2950,1350,134
16569,2975,2000,121
17456,2975,715,41
6727,3000,820,122
13727,3000,1322,96
5402,3000,674,125
3465,3025,645,186
10160,3075,565,56
10122,3100,1063,105
7318,3100,683,93
4106,3100,1301,317
4642,3150,184,40
4018,3175,528,132
7550,3200,2177,288
11163,3225,1783,160
15925,3225,1684,106
4706,3250,732,156
4379,3275,590,135
4773,3300,1360,285
3596,3300,646,180
14146,3300,743,52
3640,3325,570,157
9644,3350,1338,139
9464,3375,1206,127
5415,3400,1842,340
8603,3425,1204,140
3081,3475,462,150
4612,3500,2587,561
5218,3525,602,115
15699,3550,1601,102
19542,3550,791,40
7862,3550,531,68
6833,3600,5949,871
5259,3750,899,171
11155,3750,4665,418
13766,3850,1499,109
7098,3850,1646,232
14352,3900,1954,136
12486,3900,685,55
3044,3950,91,30
7261,4000,2225,306
8326,4000,3005,361
3305,4000,244,74
8729,4000,460,53
5365,4050,1947,363
7003,4100,1523,217
10448,4150,1581,151
5397,4200,450,83
10788,4400,2947,273
10130,4600,2078,205
17607,4700,2124,121
15600,4800,961,62
12040,4850,1971,164
3168,4950,1005,317
5022,4950,862,172
3498,5000,1051,300
3310,5100,441,133
8257,5100,2665,323
13328,5100,2452,184
5628,5200,1725,306
3990,5200,794,199
8575,5300,1523,178
9497,5500,1726,182
10168,5600,2679,263
12620,5600,2306,183
6811,5600,740,109
4910,6050,924,188
6882,6450,257,37
4830,6450,291,60
3772,6900,166,44
11157,7450,2373,213
6943,7600,1691,244
6827,8850,444,65
